"project","class","avg_ccn","sum_string_args","sum_number_args"
"Math","org.apache.commons.math3.optimization.fitting.CurveFitterTest$SimpleInverseFunction",2,0,2
"Math","org.apache.commons.math3.optimization.fitting.GaussianFitter",1,0,0
"Math","org.apache.commons.math3.optimization.fitting.GaussianFitter$Anonymous1",2,0,2
"Math","org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser",3.28571428571429,0,9
"Math","org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser$Anonymous2",11,0,0
"Math","org.apache.commons.math3.optimization.fitting.GaussianFitterTest",2,0,0
"Math","org.apache.commons.math3.optimization.fitting.HarmonicFitter",1,0,0
"Math","org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser",4.75,0,0
"Math","org.apache.commons.math3.optimization.fitting.PolynomialFitter",1,0,2
"Math","org.apache.commons.math3.optimization.fitting.PolynomialFitterTest",2.33333333333333,0,2
"Math","org.apache.commons.math3.optimization.fitting.WeightedObservedPoint",1,0,3
"Math","org.apache.commons.math3.optimization.general.AbstractDifferentiableOptimizer",1,0,2
"Math","org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer",1.75,0,7
"Math","org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerAbstractTest",2,0,2
"Math","org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerAbstractTest$LinearProblem",1.66666666666667,0,0
"Math","org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerTestValidation",1,0,0
"Math","org.apache.commons.math3.optimization.general.AbstractScalarDifferentiableOptimizer",1,0,2
"Math","org.apache.commons.math3.optimization.general.CircleProblem",1.5,0,2
"Math","org.apache.commons.math3.optimization.general.CircleScalar",1.66666666666667,0,2
"Math","org.apache.commons.math3.optimization.general.CircleVectorial",1.66666666666667,0,2
"Math","org.apache.commons.math3.optimization.general.GaussNewtonOptimizer",1,0,0
"Math","org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer",8.5,0,14
"Math","org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest",3,0,5
"Math","org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest$BevingtonProblem",1.66666666666667,0,2
"Math","org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest$QuadraticProblem",1.66666666666667,0,2
"Math","org.apache.commons.math3.optimization.general.MinpackTest",2,0,0
"Math","org.apache.commons.math3.optimization.general.MinpackTest$BardFunction",2,0,3
"Math","org.apache.commons.math3.optimization.general.MinpackTest$Box3DimensionalFunction",1.5,0,2
"Math","org.apache.commons.math3.optimization.general.MinpackTest$BrownAlmostLinearFunction",2,0,4
"Math","org.apache.commons.math3.optimization.general.MinpackTest$BrownDennisFunction",1.5,0,3
"Math","org.apache.commons.math3.optimization.general.MinpackTest$ChebyquadFunction",2.66666666666667,0,7
"Math","org.apache.commons.math3.optimization.general.MinpackTest$FreudensteinRothFunction",1,0,2
"Math","org.apache.commons.math3.optimization.general.MinpackTest$HelicalValleyFunction",2.5,0,1
"Math","org.apache.commons.math3.optimization.general.MinpackTest$JennrichSampsonFunction",1.5,0,3
"Math","org.apache.commons.math3.optimization.general.MinpackTest$KowalikOsborneFunction",2,0,2
"Math","org.apache.commons.math3.optimization.general.MinpackTest$LinearFullRankFunction",2,0,5
"Math","org.apache.commons.math3.optimization.general.MinpackTest$LinearRank1Function",2,0,5
"Math","org.apache.commons.math3.optimization.general.MinpackTest$LinearRank1ZeroColsAndRowsFunction",2,0,3
"Math","org.apache.commons.math3.optimization.general.MinpackTest$MeyerFunction",2,0,2
"Math","org.apache.commons.math3.optimization.general.MinpackTest$MinpackFunction",1.5,0,7
"Math","org.apache.commons.math3.optimization.general.MinpackTest$Osborne1Function",1.5,0,2
"Math","org.apache.commons.math3.optimization.general.MinpackTest$Osborne2Function",1.5,0,2
"Math","org.apache.commons.math3.optimization.general.MinpackTest$PowellSingularFunction",1,0,1
"Math","org.apache.commons.math3.optimization.general.MinpackTest$RosenbrockFunction",1,0,1
"Math","org.apache.commons.math3.optimization.general.MinpackTest$WatsonFunction",2.5,0,4
"Math","org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizer",1.5,0,3
"Math","org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizer$IdentityPreconditioner",1,0,0
"Math","org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizer$LineSearchFunction",2,0,1
"Math","org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizerTest$Anonymous1",1,0,0
"Math","org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizerTest$LinearProblem",2.33333333333333,0,0
"Math","org.apache.commons.math3.optimization.general.Preconditioner",1,0,0
"Math","org.apache.commons.math3.optimization.general.RandomCirclePointGenerator",1.5,0,7
"Math","org.apache.commons.math3.optimization.general.RandomStraightLinePointGenerator",1.5,0,7
"Math","org.apache.commons.math3.optimization.general.StatisticalReferenceDataset",2.875,1,6
"Math","org.apache.commons.math3.optimization.general.StatisticalReferenceDataset$Anonymous1",2.5,0,0
"Math","org.apache.commons.math3.optimization.general.StatisticalReferenceDatasetFactory",2,1,0
"Math","org.apache.commons.math3.optimization.general.StatisticalReferenceDatasetFactory$Anonymous1",1,0,1
"Math","org.apache.commons.math3.optimization.general.StatisticalReferenceDatasetFactory$Anonymous2",1,0,1
"Math","org.apache.commons.math3.optimization.general.StatisticalReferenceDatasetFactory$Anonymous3",1,0,1
"Math","org.apache.commons.math3.optimization.general.StatisticalReferenceDatasetFactory$Anonymous4",1,0,1
"Math","org.apache.commons.math3.optimization.general.StraightLineProblem",1.5,0,3
"Math","org.apache.commons.math3.optimization.general.StraightLineProblem$Model",1,0,1
"Math","org.apache.commons.math3.optimization.InitialGuess",1,0,0
"Math","org.apache.commons.math3.optimization.LeastSquaresConverter",3.25,0,0
"Math","org.apache.commons.math3.optimization.linear.AbstractLinearOptimizer",1,0,1
"Math","org.apache.commons.math3.optimization.linear.LinearConstraint",1.42857142857143,0,6
"Math","org.apache.commons.math3.optimization.linear.LinearObjectiveFunction",1.28571428571429,0,2
"Math","org.apache.commons.math3.optimization.linear.LinearOptimizer",1,0,1
"Math","org.apache.commons.math3.optimization.linear.Relationship",1,1,0
"Math","org.apache.commons.math3.optimization.linear.SimplexSolver",6.2,0,3
"Math","org.apache.commons.math3.optimization.linear.SimplexSolverTest",7.5,1,2
"Math","org.apache.commons.math3.optimization.linear.SimplexTableau",2.75,0,14
"Math","org.apache.commons.math3.optimization.linear.SimplexTableauTest",3,0,0
"Math","org.apache.commons.math3.optimization.MultivariateDifferentiableMultiStartOptimizer",1,0,1
"Math","org.apache.commons.math3.optimization.MultivariateDifferentiableMultiStartOptimizerTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.optimization.MultivariateDifferentiableVectorMultiStartOptimizer",1,0,1
"Math","org.apache.commons.math3.optimization.MultivariateDifferentiableVectorMultiStartOptimizerTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.optimization.MultivariateDifferentiableVectorMultiStartOptimizerTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.optimization.MultivariateDifferentiableVectorMultiStartOptimizerTest$Anonymous3",1,0,0
"Math","org.apache.commons.math3.optimization.MultivariateDifferentiableVectorMultiStartOptimizerTest$LinearProblem",1.66666666666667,0,0
"Math","org.apache.commons.math3.optimization.MultivariateMultiStartOptimizer",1,0,1
"Math","org.apache.commons.math3.optimization.MultivariateMultiStartOptimizerTest$Rosenbrock",1,0,0
"Math","org.apache.commons.math3.optimization.PointValuePair",2,0,2
"Math","org.apache.commons.math3.optimization.PointValuePair$DataTransferObject",1,0,1
"Math","org.apache.commons.math3.optimization.PointVectorValuePair",3,0,0
"Math","org.apache.commons.math3.optimization.PointVectorValuePair$DataTransferObject",1,0,0
"Math","org.apache.commons.math3.optimization.SimpleBounds",1,0,0
"Math","org.apache.commons.math3.optimization.SimplePointChecker",3,0,6
"Math","org.apache.commons.math3.optimization.SimpleValueChecker",2.66666666666667,0,6
"Math","org.apache.commons.math3.optimization.SimpleVectorValueChecker",3,0,6
"Math","org.apache.commons.math3.optimization.Target",1,0,0
"Math","org.apache.commons.math3.optimization.univariate.BaseAbstractUnivariateOptimizer",1.75,0,8
"Math","org.apache.commons.math3.optimization.univariate.BaseUnivariateOptimizer",1,0,7
"Math","org.apache.commons.math3.optimization.univariate.BracketFinder",5.66666666666667,0,5
"Math","org.apache.commons.math3.optimization.univariate.BracketFinderTest$Anonymous1",2,0,1
"Math","org.apache.commons.math3.optimization.univariate.BracketFinderTest$Anonymous2",2,0,1
"Math","org.apache.commons.math3.optimization.univariate.BracketFinderTest$Anonymous3",1,0,1
"Math","org.apache.commons.math3.optimization.univariate.BracketFinderTest$Anonymous4",1,0,1
"Math","org.apache.commons.math3.optimization.univariate.BrentOptimizer",3.33333333333333,0,4
"Math","org.apache.commons.math3.optimization.univariate.BrentOptimizerTest$Anonymous1",3,0,1
"Math","org.apache.commons.math3.optimization.univariate.BrentOptimizerTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.optimization.univariate.SimpleUnivariateValueChecker",2.66666666666667,0,6
"Math","org.apache.commons.math3.optimization.univariate.UnivariateMultiStartOptimizer",2.75,0,8
"Math","org.apache.commons.math3.optimization.univariate.UnivariateMultiStartOptimizer$Anonymous1",5,0,0
"Math","org.apache.commons.math3.optimization.univariate.UnivariateMultiStartOptimizerTest$Anonymous1",2,0,1
"Math","org.apache.commons.math3.optimization.univariate.UnivariatePointValuePair",1,0,2
"Math","org.apache.commons.math3.optimization.Weight",1.5,0,0
"Math","org.apache.commons.math3.PerfTestUtils",4,2,6
"Math","org.apache.commons.math3.PerfTestUtils$RunTest",1,1,0
"Math","org.apache.commons.math3.primes.PollardRho",5,0,4
"Math","org.apache.commons.math3.primes.Primes",5.33333333333333,0,3
"Math","org.apache.commons.math3.primes.PrimesTest",2.5,0,2
"Math","org.apache.commons.math3.primes.SmallPrimes",5.25,0,5
"Math","org.apache.commons.math3.random.AbstractRandomGenerator",2.4,0,3
"Math","org.apache.commons.math3.random.AbstractWell",1.5,0,21
"Math","org.apache.commons.math3.random.BitsStreamGenerator",2.55555555555556,0,9
"Math","org.apache.commons.math3.random.BitsStreamGeneratorTest$BitRandom",1,0,1
"Math","org.apache.commons.math3.random.BitsStreamGeneratorTest$TestBitStreamGenerator",1,0,3
"Math","org.apache.commons.math3.random.CorrelatedRandomVectorGenerator",2,0,2
"Math","org.apache.commons.math3.random.CorrelatedRandomVectorGeneratorTest",2,0,2
"Math","org.apache.commons.math3.random.EmpiricalDistribution",2.17391304347826,0,16
"Math","org.apache.commons.math3.random.EmpiricalDistribution$ArrayDataAdapter",1,0,0
"Math","org.apache.commons.math3.random.EmpiricalDistribution$StreamDataAdapter",1,0,0
"Math","org.apache.commons.math3.random.EmpiricalDistributionTest",2.2,0,5
"Math","org.apache.commons.math3.random.EmpiricalDistributionTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.random.EmpiricalDistributionTest$ConstantKernelEmpiricalDistribution",1,0,1
"Math","org.apache.commons.math3.random.EmpiricalDistributionTest$UniformKernelEmpiricalDistribution",1,0,1
"Math","org.apache.commons.math3.random.GaussianRandomGenerator",1,0,0
"Math","org.apache.commons.math3.random.HaltonSequenceGenerator",2.5,0,7
"Math","org.apache.commons.math3.random.ISAACRandom",1.57142857142857,0,5
"Math","org.apache.commons.math3.random.ISAACTest",2,0,0
"Math","org.apache.commons.math3.random.JDKRandomGenerator",1,0,2
"Math","org.apache.commons.math3.random.MersenneTwister",3,0,5
"Math","org.apache.commons.math3.random.RandomAdaptor",1.42857142857143,0,3
"Math","org.apache.commons.math3.random.RandomAdaptorTest",1,0,0
"Math","org.apache.commons.math3.random.RandomAdaptorTest$ConstantGenerator",1,0,4
"Math","org.apache.commons.math3.random.RandomData",1,0,21
"Math","org.apache.commons.math3.random.RandomDataGenerator",2.24137931034483,2,45
"Math","org.apache.commons.math3.random.RandomDataGeneratorTest",5.875,0,11
"Math","org.apache.commons.math3.random.RandomDataImpl",1,2,44
"Math","org.apache.commons.math3.random.RandomGenerator",1,0,3
"Math","org.apache.commons.math3.random.RandomGeneratorAbstractTest",17,0,0
"Math","org.apache.commons.math3.random.RandomGeneratorFactory",1.5,0,0
"Math","org.apache.commons.math3.random.RandomGeneratorFactory$Anonymous1",1.2,0,3
"Math","org.apache.commons.math3.random.SobolSequenceGenerator",5.6,0,5
"Math","org.apache.commons.math3.random.StableRandomGenerator",8,0,2
"Math","org.apache.commons.math3.random.SynchronizedRandomGenerator",1,0,3
"Math","org.apache.commons.math3.random.SynchronizedRandomGeneratorTest",4,0,3
"Math","org.apache.commons.math3.random.TestRandomGenerator",1,0,1
"Math","org.apache.commons.math3.random.UncorrelatedRandomVectorGenerator",1.5,0,1
"Math","org.apache.commons.math3.random.UniformRandomGenerator",1,0,0
"Math","org.apache.commons.math3.random.UnitSphereRandomVectorGenerator",1,0,2
"Math","org.apache.commons.math3.random.UnitSphereRandomVectorGeneratorTest",2,0,0
"Math","org.apache.commons.math3.random.ValueServer",1.18181818181818,1,6
"Math","org.apache.commons.math3.random.ValueServerTest",3,0,1
"Math","org.apache.commons.math3.random.Well1024a",1,0,3
"Math","org.apache.commons.math3.random.Well19937a",1,0,3
"Math","org.apache.commons.math3.random.Well19937c",1,0,3
"Math","org.apache.commons.math3.random.Well44497a",1.5,0,3
"Math","org.apache.commons.math3.random.Well44497b",1.5,0,3
"Math","org.apache.commons.math3.random.Well512a",1,0,3
"Math","org.apache.commons.math3.RealFieldElement",1,0,19
"Math","org.apache.commons.math3.RetryRunner",1,0,0
"Math","org.apache.commons.math3.special.BesselJ",17.5,0,7
"Math","org.apache.commons.math3.special.BesselJ$BesselJResult",1,0,1
"Math","org.apache.commons.math3.special.Beta",5.4,0,30
"Math","org.apache.commons.math3.special.Beta$Anonymous1",1.5,0,4
"Math","org.apache.commons.math3.special.BetaTest",3.5,0,13
"Math","org.apache.commons.math3.special.Erf",3.8,0,6
"Math","org.apache.commons.math3.special.Gamma",5.45454545454545,0,19
"Math","org.apache.commons.math3.special.Gamma$Anonymous1",1,0,4
"Math","org.apache.commons.math3.special.GammaTest",1,1,8
"Math","org.apache.commons.math3.stat.CertifiedDataTest",7,1,0
"Math","org.apache.commons.math3.stat.clustering.Cluster",1,0,0
"Math","org.apache.commons.math3.stat.clustering.Clusterable",1,0,0
"Math","org.apache.commons.math3.stat.clustering.DBSCANClusterer",3.8,0,2
"Math","org.apache.commons.math3.stat.clustering.EuclideanDoublePoint",2,0,0
"Math","org.apache.commons.math3.stat.clustering.EuclideanIntegerPoint",2,0,0
"Math","org.apache.commons.math3.stat.clustering.KMeansPlusPlusClusterer",5.7,0,6
"Math","org.apache.commons.math3.stat.clustering.KMeansPlusPlusClustererTest$CloseIntegerPoint",1.5,0,0
"Math","org.apache.commons.math3.stat.correlation.Covariance",1.72727272727273,0,0
"Math","org.apache.commons.math3.stat.correlation.CovarianceTest",2,0,2
"Math","org.apache.commons.math3.stat.correlation.KendallsCorrelation",3.66666666666667,0,1
"Math","org.apache.commons.math3.stat.correlation.KendallsCorrelation$Anonymous1",2,0,0
"Math","org.apache.commons.math3.stat.correlation.PearsonsCorrelation",2.11111111111111,0,1
"Math","org.apache.commons.math3.stat.correlation.PearsonsCorrelationTest",2.66666666666667,0,4
"Math","org.apache.commons.math3.stat.correlation.SpearmansCorrelation",2.77777777777778,0,0
"Math","org.apache.commons.math3.stat.correlation.StorelessBivariateCovariance",1,0,2
"Math","org.apache.commons.math3.stat.correlation.StorelessCovariance",2,0,10
"Math","org.apache.commons.math3.stat.correlation.StorelessCovarianceTest",2,0,2
"Math","org.apache.commons.math3.stat.data.CertifiedDataAbstractTest",6,1,0
"Math","org.apache.commons.math3.stat.descriptive.AbstractStorelessUnivariateStatistic",2.16666666666667,0,5
"Math","org.apache.commons.math3.stat.descriptive.AbstractUnivariateStatistic",1.625,0,12
"Math","org.apache.commons.math3.stat.descriptive.AggregateSummaryStatistics",5,0,0
"Math","org.apache.commons.math3.stat.descriptive.AggregateSummaryStatistics$AggregatingSummaryStatistics",1.66666666666667,0,1
"Math","org.apache.commons.math3.stat.descriptive.AggregateSummaryStatisticsTest",4.5,0,1
"Math","org.apache.commons.math3.stat.descriptive.DescriptiveStatistics",1.75,0,6
"Math","org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest",2,0,4
"Math","org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest$badPercentile",1,0,2
"Math","org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest$deepMean",1,0,2
"Math","org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest$goodPercentile",1,0,3
"Math","org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest$subPercentile",1,0,2
"Math","org.apache.commons.math3.stat.descriptive.ListUnivariateImpl",1.625,0,3
"Math","org.apache.commons.math3.stat.descriptive.MixedListUnivariateImplTest$BarTransformer",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.MixedListUnivariateImplTest$FooTransformer",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.moment.FirstMoment",1.33333333333333,0,1
"Math","org.apache.commons.math3.stat.descriptive.moment.FourthMoment",1.33333333333333,0,1
"Math","org.apache.commons.math3.stat.descriptive.moment.GeometricMean",1,0,3
"Math","org.apache.commons.math3.stat.descriptive.moment.Kurtosis",1.8,0,3
"Math","org.apache.commons.math3.stat.descriptive.moment.Mean",1.71428571428571,0,5
"Math","org.apache.commons.math3.stat.descriptive.moment.SecondMoment",1.33333333333333,0,1
"Math","org.apache.commons.math3.stat.descriptive.moment.SemiVariance",1.41666666666667,0,7
"Math","org.apache.commons.math3.stat.descriptive.moment.SemiVariance$Direction",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.moment.Skewness",2,0,3
"Math","org.apache.commons.math3.stat.descriptive.moment.StandardDeviation",1,0,7
"Math","org.apache.commons.math3.stat.descriptive.moment.StandardDeviationTest",2,0,0
"Math","org.apache.commons.math3.stat.descriptive.moment.ThirdMoment",1.33333333333333,0,1
"Math","org.apache.commons.math3.stat.descriptive.moment.Variance",2.26666666666667,0,13
"Math","org.apache.commons.math3.stat.descriptive.moment.VarianceTest",2,0,0
"Math","org.apache.commons.math3.stat.descriptive.moment.VectorialCovariance",4,0,1
"Math","org.apache.commons.math3.stat.descriptive.moment.VectorialMean",3,0,1
"Math","org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatistics",1.57142857142857,3,2
"Math","org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatisticsTest",1,0,1
"Math","org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatisticsTest$sumMean",1,0,5
"Math","org.apache.commons.math3.stat.descriptive.rank.Max",2.5,0,3
"Math","org.apache.commons.math3.stat.descriptive.rank.Median",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.rank.MedianTest",2,0,1
"Math","org.apache.commons.math3.stat.descriptive.rank.Min",2.5,0,3
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile",2.2,0,25
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType",1.8,1,6
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous1",3,0,2
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous10",3,0,2
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous2",1.5,0,4
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous3",2,0,4
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous4",2,0,2
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous5",3,0,2
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous6",3,0,2
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous7",3,0,2
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous8",3,0,2
"Math","org.apache.commons.math3.stat.descriptive.rank.Percentile$EstimationType$Anonymous9",3,0,2
"Math","org.apache.commons.math3.stat.descriptive.rank.PercentileTest",2.66666666666667,0,5
"Math","org.apache.commons.math3.stat.descriptive.rank.PSquarePercentile",3,0,3
"Math","org.apache.commons.math3.stat.descriptive.rank.PSquarePercentile$FixedCapacityList",2.33333333333333,0,1
"Math","org.apache.commons.math3.stat.descriptive.rank.PSquarePercentile$Marker",1.625,0,7
"Math","org.apache.commons.math3.stat.descriptive.rank.PSquarePercentile$Markers",2.7,0,9
"Math","org.apache.commons.math3.stat.descriptive.rank.PSquarePercentile$PSquareMarkers",1,0,3
"Math","org.apache.commons.math3.stat.descriptive.rank.PSquarePercentileTest",2,0,10
"Math","org.apache.commons.math3.stat.descriptive.StatisticalSummaryValues",2,0,6
"Math","org.apache.commons.math3.stat.descriptive.StatisticalSummaryValuesTest",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.StorelessUnivariateStatistic",1,0,3
"Math","org.apache.commons.math3.stat.descriptive.StorelessUnivariateStatisticAbstractTest",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.summary.Product",1.66666666666667,0,5
"Math","org.apache.commons.math3.stat.descriptive.summary.ProductTest",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.summary.Sum",1.66666666666667,0,5
"Math","org.apache.commons.math3.stat.descriptive.summary.SumLogTest",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.summary.SumOfLogs",1.5,0,3
"Math","org.apache.commons.math3.stat.descriptive.summary.SumOfSquares",1.5,0,3
"Math","org.apache.commons.math3.stat.descriptive.summary.SumSqTest",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.summary.SumTest",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.SummaryStatistics",2.33333333333333,0,1
"Math","org.apache.commons.math3.stat.descriptive.SummaryStatisticsTest",1,0,0
"Math","org.apache.commons.math3.stat.descriptive.SynchronizedDescriptiveStatistics",1,0,4
"Math","org.apache.commons.math3.stat.descriptive.SynchronizedMultivariateSummaryStatistics",1,0,1
"Math","org.apache.commons.math3.stat.descriptive.SynchronizedMultivariateSummaryStatisticsTest",1,0,1
"Math","org.apache.commons.math3.stat.descriptive.SynchronizedSummaryStatistics",1,0,1
"Math","org.apache.commons.math3.stat.descriptive.UnivariateStatistic",1,0,2
"Math","org.apache.commons.math3.stat.descriptive.WeightedEvaluation",1,0,2
"Math","org.apache.commons.math3.stat.Frequency",1.85714285714286,0,16
"Math","org.apache.commons.math3.stat.Frequency$NaturalComparator",1,0,0
"Math","org.apache.commons.math3.stat.inference.BinomialTest",8.5,0,7
"Math","org.apache.commons.math3.stat.inference.ChiSquareTest",4.2,0,3
"Math","org.apache.commons.math3.stat.inference.GTest",3.8,0,6
"Math","org.apache.commons.math3.stat.inference.KolmogorovSmirnovTest",4.3125,0,50
"Math","org.apache.commons.math3.stat.inference.KolmogorovSmirnovTestTest",2,0,9
"Math","org.apache.commons.math3.stat.inference.MannWhitneyUTest",1.83333333333333,0,3
"Math","org.apache.commons.math3.stat.inference.OneWayAnova",2.66666666666667,0,1
"Math","org.apache.commons.math3.stat.inference.OneWayAnova$AnovaStats",1,0,3
"Math","org.apache.commons.math3.stat.inference.TestUtils",1,0,33
"Math","org.apache.commons.math3.stat.inference.TTest",1.4,0,49
"Math","org.apache.commons.math3.stat.inference.WilcoxonSignedRankTest",3.375,0,4
"Math","org.apache.commons.math3.stat.interval.AgrestiCoullInterval",1,0,3
"Math","org.apache.commons.math3.stat.interval.BinomialConfidenceInterval",1,0,3
"Math","org.apache.commons.math3.stat.interval.ClopperPearsonInterval",3,0,3
"Math","org.apache.commons.math3.stat.interval.ConfidenceInterval",2.5,0,6
"Math","org.apache.commons.math3.stat.interval.IntervalUtils",2,0,15
"Math","org.apache.commons.math3.stat.interval.IntervalUtilsTest",1,0,0
"Math","org.apache.commons.math3.stat.interval.NormalApproximationInterval",1,0,3
"Math","org.apache.commons.math3.stat.interval.WilsonScoreInterval",1,0,3
"Math","org.apache.commons.math3.stat.ranking.NaturalRanking",3.46153846153846,0,2
"Math","org.apache.commons.math3.stat.ranking.NaturalRanking$IntDoublePair",1,0,2
"Math","org.apache.commons.math3.stat.ranking.RankingAlgorithm",1,0,0
"Math","org.apache.commons.math3.stat.regression.AbstractMultipleLinearRegression",4.83333333333333,0,2
"Math","org.apache.commons.math3.stat.regression.GLSMultipleLinearRegression",1,0,0
"Math","org.apache.commons.math3.stat.regression.MillerUpdatingRegression",9.33333333333333,0,16
"Math","org.apache.commons.math3.stat.regression.ModelSpecificationException",1,0,0
"Math","org.apache.commons.math3.stat.regression.OLSMultipleLinearRegression",1,0,3
"Math","org.apache.commons.math3.stat.regression.OLSMultipleLinearRegressionTest",1,0,0
"Math","org.apache.commons.math3.stat.regression.OLSMultipleLinearRegressionTest$Anonymous1",3,0,3
"Math","org.apache.commons.math3.stat.regression.RegressionResults",5.6,0,11
"Math","org.apache.commons.math3.stat.regression.SimpleRegression",4.61538461538461,0,9
"Math","org.apache.commons.math3.stat.regression.SimpleRegressionTest",9.5,0,1
"Math","org.apache.commons.math3.stat.regression.UpdatingMultipleLinearRegression",1,0,1
"Math","org.apache.commons.math3.stat.StatUtils",1.45454545454545,0,37
"Math","org.apache.commons.math3.TestUtils",2.59259259259259,8,31
"Math","org.apache.commons.math3.transform.FastCosineTransformer",2.75,0,3
"Math","org.apache.commons.math3.transform.FastCosineTransformerTest",2.8,0,3
"Math","org.apache.commons.math3.transform.FastFourierTransformer",4.22222222222222,0,4
"Math","org.apache.commons.math3.transform.FastFourierTransformer$MultiDimensionalComplexMatrix",4.75,0,0
"Math","org.apache.commons.math3.transform.FastFourierTransformerTest",4.16666666666667,0,11
"Math","org.apache.commons.math3.transform.FastHadamardTransformer",2.8,0,3
"Math","org.apache.commons.math3.transform.FastHadamardTransformerTest",2.25,0,0
"Math","org.apache.commons.math3.transform.FastSineTransformer",2.75,0,3
"Math","org.apache.commons.math3.transform.FastSineTransformerTest",2.5,0,4
"Math","org.apache.commons.math3.transform.RealTransformer",1,0,3
"Math","org.apache.commons.math3.transform.RealTransformerAbstractTest",1.57142857142857,0,8
"Math","org.apache.commons.math3.transform.TransformUtils",2.4,0,3
"Math","org.apache.commons.math3.userguide.ClusterAlgorithmComparison",3,0,15
"Math","org.apache.commons.math3.userguide.ClusterAlgorithmComparison$ClusterPlot",2,0,3
"Math","org.apache.commons.math3.userguide.ExampleUtils",1,0,0
"Math","org.apache.commons.math3.userguide.ExampleUtils$Anonymous1$Anonymous2",3,0,0
"Math","org.apache.commons.math3.userguide.ExampleUtils$Anonymous1$Anonymous3",1,0,0
"Math","org.apache.commons.math3.userguide.FastMathTestPerformance",1.33333333333333,1,3
"Math","org.apache.commons.math3.userguide.filter.CannonballExample",1.33333333333333,1,0
"Math","org.apache.commons.math3.userguide.filter.CannonballExample$Cannonball",1,0,5
"Math","org.apache.commons.math3.userguide.filter.ConstantVoltageExample",1.33333333333333,1,2
"Math","org.apache.commons.math3.userguide.filter.ConstantVoltageExample$VoltMeter",1,0,4
"Math","org.apache.commons.math3.userguide.genetics.HelloWorldExample",1,1,1
"Math","org.apache.commons.math3.userguide.genetics.HelloWorldExample$Anonymous1",4,0,0
"Math","org.apache.commons.math3.userguide.genetics.HelloWorldExample$RandomCharacterMutation",2,0,0
"Math","org.apache.commons.math3.userguide.genetics.HelloWorldExample$StringChromosome",1.75,1,0
"Math","org.apache.commons.math3.userguide.genetics.ImageEvolutionExample",1,0,3
"Math","org.apache.commons.math3.userguide.genetics.ImageEvolutionExample$Display$Anonymous1",2,0,0
